一级学科代码,一级学科名称,评估结果,学校名称1,学校名称2,学校名称3,学校名称4,学校名称5,学校名称6,学校名称7,学校名称8,学校名称9,学校名称10,学校名称11,学校名称12,学校名称13,学校名称14,学校名称15,学校名称16,学校名称17,学校名称18,学校名称19,学校名称20,学校名称21,学校名称22,学校名称23,学校名称24,学校名称25,学校名称26,学校名称27
1201,管理科学与工程,B,北京科技大学,北京邮电大学,首都经济贸易大学,南开大学,天津理工大学,哈尔滨理工大学,上海海事大学,东华大学,上海财经大学,上海大学,南京理工大学,江苏大学,厦门大学,,,,,,,,,,,,,,
1201,管理科学与工程,B,江西财经大学,山东大学,武汉理工大学,湖南大学,中山大学,中国石油大学,空军工程大学,,,,,,,,,,,,,,,,,,,,
1201,管理科学与工程,B-,北京大学,天津财经大学,华北水利水电大学,河北工业大学,大连海事大学,吉林大学,燕山大学,江苏科技大学,南昌大学,山东科技大学,山东财经大学,中国地质大学,暨南大学,重庆交通大学,西安电子科技大学,西安建筑科技大学,广东工业大学,,,,,,,,,,
1201,管理科学与工程,C+,中国人民大学,北京化工大学,北京外国语大学,中央财经大学,北京物资学院,河北大学,沈阳工业大学,辽宁工程技术大学,南京信息工程大学,杭州电子科技大学,中国计量大学,江西师范大学,山东师范大学,华中师范大学,深圳大学,成都理工大学,西南财经大学,昆明理工大学,青岛大学,,,,,,,,
1201,管理科学与工程,C,天津科技大学,天津工业大学,山西大学,南京工业大学,南京邮电大学,浙江工业大学,浙江理工大学,,,,,,,,,,,,,,,,,,,,
1201,管理科学与工程,C,浙江工商大学,安徽工业大学,郑州大学,武汉科技大学,武汉纺织大学,中南财经政法大学,西南石油大学,重庆邮电大学,成都信息工程大学,云南财经大学,三峡大学,北京信息科技大学,,,,,,,,,,,,,,,
1201,管理科学与工程,C-,北京工商大学,北京林业大学,石家庄铁道大学,山西财经大学,辽宁工业大学,吉林建筑大学,东北林业大学,哈尔滨商业大学,南京财经大学,安徽财经大学,华侨大学,济南大学,山东建筑大学,河南农业大学,长沙理工大学,广东财经大学,四川理工学院,西安科技大学,天津城建大学,重庆工商大学,广东外语外贸大学,,,,,,
1202,工商管理,A+,中国人民大学,清华大学,上海交通大学,中山大学,,,,,,,,,,,,,,,,,,,,,,,
1202,工商管理,A,北京大学,对外经济贸易大学,南开大学,复旦大学,上海财经大学,南京大学,厦门大学,西安交通大学,,,,,,,,,,,,,,,,,,,
1202,工商管理,A-,北京交通大学,中央财经大学,大连理工大学,东北财经大学,吉林大学,浙江大学,山东大学,武汉大学,华中科技大学,湖南大学,四川大学,西南财经大学,,,,,,,,,,,,,,,
1202,工商管理,B+,北京理工大学,首都经济贸易大学,天津大学,天津财经大学,华北电力大学,山西财经大学,辽宁大学,哈尔滨工业大学,同济大学,河海大学,浙江工业大学,浙江工商大学,中国科学技术大学,合肥工业大学,福州大学,江西财经大学,山东财经大学,中南财经政法大学,中南大学,暨南大学,华南理工大学,重庆大学,西南交通大学,电子科技大学,,,
1202,工商管理,B,北京航空航天大学,北京科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
1202,工商管理,B,北京工商大学,北京师范大学,北京第二外国语学院,河北工业大学,东北大学,哈尔滨理工大学,哈尔滨商业大学,东华大学,华东师范大学,苏州大学,东南大学,南京航空航天大学,南京财经大学,华侨大学,中国海洋大学,长沙理工大学,海南大学,云南大学,云南财经大学,兰州大学,南京审计大学,浙江财经大学,,,,,
1202,工商管理,B-,北京邮电大学,中国农业大学,内蒙古财经大学,吉林财经大学,华东理工大学,上海外国语大学,上海对外经贸大学,上海大学,中国矿业大学,杭州电子科技大学,浙江师范大学,安徽财经大学,河南大学,河南财经政法大学,中国地质大学,武汉理工大学,深圳大学,广东财经大学,西北工业大学,西安理工大学,新疆财经大学,重庆理工大学,重庆工商大学,广东外语外贸大学,,,
1202,工商管理,C+,北方工业大学,北京化工大学,北京物资学院,中央民族大学,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,A+,南京农业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,A-,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,B+,中国人民大学,中国农业大学,华南农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,B,北京林业大学,东北农业大学,东北林业大学,西南大学,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,B-,沈阳农业大学,吉林农业大学,福建农林大学,四川农业大学,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,C+,中国海洋大学,河南农业大学,中南财经政法大学,湖南农业大学,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,C,北京农学院,河北农业大学,内蒙古农业大学,新疆农业大学,,,,,,,,,,,,,,,,,,,,,,,
1203,农林经济管理,C-,上海海洋大学,浙江农林大学,江西农业大学,石河子大学,,,,,,,,,,,,,,,,,,,,,,,
1204,公共管理,A+,中国人民大学,清华大学,,,,,,,,,,,,,,,,,,,,,,,,,
1204,公共管理,A,北京大学,南京农业大学,浙江大学,武汉大学,中山大学,,,,,,,,,,,,,,,,,,,,,,
1204,公共管理,A-,北京航空航天大学,北京师范大学,复旦大学,上海交通大学,华中科技大学,四川大学,西安交通大学,,,,,,,,,,,,,,,,,,,,
1204,公共管理,B+,中国农业大学,南开大学,天津大学,东北大学,吉林大学,同济大学,华东师范大学,南京大学,厦门大学,郑州大学,中国地质大学,华中农业大学,中南财经政法大学,兰州大学,,,,,,,,,,,,,
1204,公共管理,B,中央财经大学,对外经济贸易大学,大连理工大学,东北财经大学,哈尔滨工业大学,哈尔滨医科大学,上海财经大学,中国矿业大学,中国科学技术大学,山东大学,华中师范大学,湘潭大学,中南大学,电子科技大学,第二军医大学,,,,,,,,,,,,
1204,公共管理,B-,中央民族大学,辽宁大学,东南大学,河海大学,杭州师范大学,南昌大学,江西财经大学,,,,,,,,,,,,,,,,,,,,
1204,公共管理,B-,山东财经大学,湖南大学,华南理工大学,广西大学,重庆大学,西南财经大学,浙江财经大学,,,,,,,,,,,,,,,,,,,,
1204,公共管理,C+,北京科技大学,北京邮电大学,首都经济贸易大学,黑龙江大学,华东理工大学,浙江工商大学,福建农林大学,中国海洋大学,河南理工大学,武汉科技大学,湖南农业大学,暨南大学,西南交通大学,云南大学,,,,,,,,,,,,,
1204,公共管理,C,北京理工大学,天津财经大学,河北大学,华北电力大学,沈阳师范大学,哈尔滨工程大学,上海理工大学,苏州大学,福州大学,江西农业大学,华南农业大学,贵州大学,云南财经大学,长安大学,广州大学,,,,,,,,,,,,
1204,公共管理,C-,北京协和医学院,大连海事大学,燕山大学,东北农业大学,哈尔滨商业大学,江苏大学,南京中医药大学,安徽医科大学,安徽财经大学,河南大学,湖北大学,西南大学,西南政法大学,贵州财经大学,,,,,,,,,,,,,
1204,公共管理,C-,西北工业大学,新疆农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,A+,南京大学,武汉大学,,,,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,A-,中国人民大学,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,B+,北京大学,南开大学,华中师范大学,中山大学,,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,B,吉林大学,黑龙江大学,上海大学,云南大学,南京政治学院,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,B-,华东师范大学,南京农业大学,郑州大学,,,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,C+,北京师范大学,南京理工大学,湘潭大学,四川大学,,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,C,北京协和医学院,河北大学,苏州大学,福建师范大学,,,,,,,,,,,,,,,,,,,,,,,
1205,图书情报与档案管理,C-,中国农业大学,天津师范大学,山西大学,辽宁大学,,,,,,,,,,,,,,,,,,,,,,,
1209,工商管理,C+,大连海事大学,哈尔滨工程大学,南京理工大学,江南大学,东华理工大学,济南大学,郑州大学,湖北工业大学,湖北大学,中南民族大学,广西大学,西南大学,贵州财经大学,石河子大学,上海工程技术大学,广州大学,中国石油大学,北京联合大学,西安财经学院,河北经贸大学,,,,,,,
1210,工商管理,C,北京林业大学,天津理工大学,天津商业大学,华北水利水电大学,山西大学,沈阳航空航天大学,燕山大学,上海理工大学,上海海事大学,江苏科技大学,南京工业大学,南京邮电大学,江苏大学,南京农业大学,安徽工业大学,南昌大学,武汉科技大学,华中农业大学,湘潭大学,汕头大学,桂林理工大学,西南政法大学,长安大学,青岛大学,三峡大学,扬州大学,广东工业大学
1211,工商管理,C-,天津科技大学,天津工业大学,河北大学,,,,,,,,,,,,,,,,,,,,,,,,
1212,工商管理,C-,河北地质大学,沈阳理工大学,辽宁科技大学,东北石油大学,南京信息工程大学,中国药科大学,福建农林大学,江西理工大学,齐鲁工业大学,河南理工大学,中南林业科技大学,湖南商学院,西南石油大学,重庆交通大学,西华大学,四川师范大学,昆明理工大学,兰州财经大学,沈阳大学,湖南工业大学,,,,,,,
1301,艺术学理论,A+,北京大学,东南大学,,,,,,,,,,,,,,,,,,,,,,,,,
1301,艺术学理论,A-,清华大学,中国传媒大学,中国美术学院,,,,,,,,,,,,,,,,,,,,,,,,
1301,艺术学理论,B+,北京师范大学,中央美术学院,中央戏剧学院,上海音乐学院,南京艺术学院,,,,,,,,,,,,,,,,,,,,,,
1301,艺术学理论,B,上海戏剧学院,杭州师范大学,广州美术学院,四川大学,西安美术学院,,,,,,,,,,,,,,,,,,,,,,
1301,艺术学理论,B-,中国人民大学,北京电影学院,浙江理工大学,武汉理工大学,哈尔滨音乐学院,,,,,,,,,,,,,,,,,,,,,,
1301,艺术学理论,C+,北京服装学院,厦门大学,湖北美术学院,深圳大学,广西艺术学院,四川美术学院,,,,,,,,,,,,,,,,,,,,,
1301,艺术学理论,C,沈阳音乐学院,鲁迅美术学院,东华大学,福建师范大学,,,,,,,,,,,,,,,,,,,,,,,
1301,艺术学理论,C-,河北师范大学,苏州大学,河南大学,云南大学,云南艺术学院,,,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,A+,中央音乐学院,上海音乐学院,,,,,,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,A,中国音乐学院,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,A-,北京舞蹈学院,南京艺术学院,福建师范大学,,,,,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,B+,首都师范大学,天津音乐学院,沈阳音乐学院,东北师范大学,星海音乐学院,四川音乐学院,西安音乐学院,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,B,中国传媒大学,中央民族大学,南京师范大学,山东师范大学,湖南师范大学,广西艺术学院,哈尔滨音乐学院,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,B-,吉林艺术学院,上海师范大学,浙江师范大学,厦门大学,河南大学,华南师范大学,云南艺术学院,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,C+,北京师范大学,中国戏曲学院,上海戏剧学院,安徽师范大学,江西师范大学,西南大学,西北师范大学,,,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,C,中国人民大学,河北师范大学,山西大学,沈阳师范大学,曲阜师范大学,河南师范大学,华中师范大学,西北民族大学,广州大学,,,,,,,,,,,,,,,,,,
1302,音乐与舞蹈学,C-,辽宁师范大学,延边大学,郑州大学,广西师范大学,西南民族大学,青岛大学,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,A+,北京师范大学,中国传媒大学,,,,,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,A-,中央戏剧学院,北京电影学院,上海戏剧学院,,,,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,B+,中国戏曲学院,上海大学,南京艺术学院,中国美术学院,厦门大学,,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,B,山西师范大学,上海音乐学院,重庆大学,西南大学,云南艺术学院,,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,B-,东北师范大学,吉林艺术学院,上海师范大学,南京师范大学,福建师范大学,,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,C+,北京大学,哈尔滨师范大学,山东师范大学,四川师范大学,西北师范大学,,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,C,辽宁大学,河南大学,四川美术学院,云南师范大学,广州大学,,,,,,,,,,,,,,,,,,,,,,
1303,戏剧与影视学,C-,辽宁师范大学,吉林大学,苏州大学,深圳大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,
1304,美术学,A+,中央美术学院,中国美术学院,,,,,,,,,,,,,,,,,,,,,,,,,
1304,美术学,A,南京艺术学院,西安美术学院,,,,,,,,,,,,,,,,,,,,,,,,,
1304,美术学,A-,清华大学,首都师范大学,上海大学,南京师范大学,四川美术学院,,,,,,,,,,,,,,,,,,,,,,
1304,美术学,B+,北京电影学院,天津美术学院,鲁迅美术学院,东北师范大学,景德镇陶瓷大学,湖北美术学院,广州美术学院,广西艺术学院,四川大学,,,,,,,,,,,,,,,,,,
1304,美术学,B,中国传媒大学,中央民族大学,哈尔滨师范大学,上海师范大学,福建师范大学,山东师范大学,湖南师范大学,西南大学,云南艺术学院,新疆师范大学,,,,,,,,,,,,,,,,,
1304,美术学,B-,中国人民大学,北京服装学院,吉林艺术学院,苏州大学,江南大学,浙江师范大学,杭州师范大学,广西师范大学,西北师范大学,,,,,,,,,,,,,,,,,,
1304,美术学,C+,北京印刷学院,河北师范大学,沈阳师范大学,华中师范大学,华南师范大学,深圳大学,西南民族大学,西安建筑科技大学,广州大学,,,,,,,,,,,,,,,,,,
1304,美术学,C,山西大学,内蒙古师范大学,东华大学,安徽师范大学,,,,,,,,,,,,,,,,,,,,,,,
1304,美术学,C,厦门大学,福州大学,河南师范大学,重庆大学,四川师范大学,重庆师范大学,山东工艺美术学院,,,,,,,,,,,,,,,,,,,,
1304,美术学,C-,北京师范大学,河北大学,山西师范大学,辽宁师范大学,江苏大学,江西师范大学,河南大学,云南大学,,,,,,,,,,,,,,,,,,,
1305,设计学,A+,清华大学,中国美术学院,,,,,,,,,,,,,,,,,,,,,,,,,
1305,设计学,A,中央美术学院,同济大学,,,,,,,,,,,,,,,,,,,,,,,,,
1305,设计学,A-,苏州大学,江南大学,南京艺术学院,浙江大学,湖南大学,,,,,,,,,,,,,,,,,,,,,,
1305,设计学,B+,北京服装学院,中国传媒大学,上海交通大学,东华大学,景德镇陶瓷大学,武汉理工大学,广州美术学院,四川美术学院,西安美术学院,,,,,,,,,,,,,,,,,,
1305,设计学,B,北京理工大学,鲁迅美术学院,哈尔滨工业大学,上海大学,东南大学,湖北美术学院,广西艺术学院,四川大学,山东工艺美术学院,广东工业大学,,,,,,,,,,,,,,,,,
1305,设计学,B-,北京印刷学院,天津美术学院,南京师范大学,浙江工业大学,浙江理工大学,华中科技大学,武汉纺织大学,湖北工业大学,西北工业大学,,,,,,,,,,,,,,,,,,
1305,设计学,C+,北京林业大学,大连工业大学,吉林艺术学院,南京理工大学,福州大学,中国地质大学,深圳大学,西南交通大学,陕西科技大学,湖南工业大学,,,,,,,,,,,,,,,,,
1305,设计学,C,北京工业大学,首都师范大学,天津工业大学,,,,,,,,,,,,,,,,,,,,,,,,
1305,设计学,C,沈阳航空航天大学,上海戏剧学院,南昌大学,湖南师范大学,云南艺术学院,西安工程大学,,,,,,,,,,,,,,,,,,,,,
1305,设计学,C-,中国人民大学,北京交通大学,北方工业大学,吉林大学,厦门大学,齐鲁工业大学,华中师范大学,重庆大学,西安理工大学,,,,,,,,,,,,,,,,,,
